image_id,question,predicted_answer,ground_truth_answers,vqa_accuracy
106849,What kind of store are they in?,wine,wine|liquor|wint store|liquor|liquor|liquor|liquor|liquor|liquor|wine store,0.3333333333333333
391620,Is this woman scared?,yes,no|no|no|no|no|no|no|no|no|no,0.0
142774,How many headlights are on the motorcycle?,1,2|1|1|1|1|5|1|1|1|1,1.0
524642,Is the lamp turned on?,yes,no|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
489159,Does this meal look healthy?,yes,no|no|no|no|no|yes|no|yes|no|no,0.6666666666666666
365073,Are all these bananas the same color?,yes,no|no|no|no|no|no|no|no|no|no,0.0
299481,Is the man going downhill?,yes,no|no|no|no|no|no|no|no|no|no,0.0
44467,Which side of the toy is the tag on?,right,left|right|right|right|right|right|back|left|bottom right|bottom,1.0
5064,What is the man doing?,playing baseball,playing baseball|hitting baseball|playing sport|swinging|playing baseball|hitting baseball|swinging bat|swinging|playing baseball|batting,1.0
248353,How many people are here?,5,8|10|6|8|6|9|8|more than 10|8|at least 7,0.0
340646,Does the kite on the ground match the ones in the air?,yes,no|no|no|no|no|yes|no|yes|no|no,0.6666666666666666
97967,Are the blinds open or shut?,open,open|open|open|open|open|open|open|open|open|open,1.0
486536,What color mat is on the chair?,blue,"white and yellow|blue|various|blue, yellow|blue, yellow, and white|blue|blue|blue, yellow, white|blue, yellow, white|blue, yellow",1.0
545292,How many animals?,1,1|2|1|1|1|1|1|1|1|1,1.0
199551,Is the child shoeless?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0
25216,What vegetable is on the plate?,broccoli,"broccoli|broccoli|broccoli|mushrooms|mushroom, broccoli, peas|mushroom|broccoli|mushroom|mushroom|broccoli",1.0
518605,What 2 kinds of animals are in this picture?,giraffe,"zebras and gazelles|giraffe, zebra|zebras and giraffes|giraffes and zebras|giraffe and zebra|drink|giraffes and zebras|giraffe and zebra|giraffe and zebra|giraffe and zebra",0.0
154431,Can you see outside?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
511674,What is written on the man's shirt?,scissors,i run with scissors|i run with scissors|i run with scissors|i run with scissors|i run with scissors|run with scissors|i run with scissors|i run with scissors|i run with scissors|i run with scissors,0.0
472,Is that an airplane in the image?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
478977,What is the dog trying to get?,snow,snow|scent|follow|snow|treat|ball|birds|ahead|snow|exercise,1.0
14276,Does this animal have spots or stripes?,stripes,stripes|stripes|stripes|stripes|stripes|stripes|strips|stripes|stripes|stripes,1.0
186296,What color are the cat's eyes?,blue,green|gray|green|yellow|green|green|green|green|yellow|green,0.0
430961,What team is the man on?,mets,rays|rays|rays|rays|rays|rays|rays|jays|jays|rays,0.0
444502,What sport is this?,baseball,baseball|baseball|baseball|baseball|baseball|baseball|baseball|obits|baseball|baseball,1.0
98302,What color is the cat?,black,"black and white|black|black/white|black and white|black and white|black and white|black, white|black and white|black and white|black",0.6666666666666666
230119,Is there a mirror?,yes,no|yes|no|yes|no|no|yes|yes|no|no,1.0
527528,Who is flying the kites?,children,people|dogs|no one|no one|people|no one|man|no one|people on far left|men,0.0
463913,What body part is visible?,hand,hand|hand|hand|hand|hand|hand|hand|hand|hand|hand,1.0
363432,What is man thinking?,happy,he is late|calling|tgif|tired|today was long|don't know|about his phone|he should have had v8|checking phone|about woman,0.0
95939,Which food is this?,cake,cake|cake|cake|cake|cake|cake|cake|cake|cake|cake,1.0
57323,Who are on the motorcycles?,riders,people|people|people|people|unanswerable|bikers|people|people|men|people,0.0
363343,What is on the frisbee?,cat,star wars character|face|owl|jar binks|alien|frog|jar binks|jar binks|jar jar binks|star wars character,0.0
292155,How many umbrellas are in this picture?,1,1|1|1|1|1|1|1|1|1|1,1.0
149298,What kind of room is this?,living,kitchen|pantry?|kitchen|kitchen|kitchen|kitchen|kitchen|kitchen|kitchen|bedroom,0.0
410493,How many leaves are there?,2,25|20|21|many|20|20|23|20|10|17,0.0
447200,Is this inside?,yes,no|no|no|no|no|no|no|no|no|no,0.0
203215,Do you see scissors?,yes,no|no|no|no|no|no|no|no|no|no,0.0
283217,What color is the dress?,black,white|white|red|white and blue|none|white|blue|white|white|blue,0.0
485290,What eating utensil is shown?,spoon,fork|fork|fork|fork|fork and knife|fork|fork|fork|2 forks and 1 knife|fork,0.0
320461,Why are his hands outstretched?,skateboarding,for balance|balance|balance|balance|yes|balance|balance|balance|balance|balance,0.0
195862,What color is the hose?,blue,"green|brown, white|brown and white|green and white|brown and white|brown and white|brown and white|brown, white|brown/white|brown and white",0.0
94379,How many glasses have wine in them?,1,5|5|5|5|5|6|5|5|6|5,0.0
94422,How many players are there?,2,20|at least 15|2|2|3|20|3|3|3|25,0.6666666666666666
146936,Is this Times Square on New Year's Eve?,yes,no|no|no|no|yes|yes|not sure|no|no|yes,1.0
270303,Is there broccoli in the dish?,yes,no|yes|no|no|no|no|no|no|no|no,0.3333333333333333
564739,Is this a passenger train?,yes,no|no|no|no|no|no|no|no|no|no,0.0
385896,What sport is this?,skateboarding,skating|skateboarding|skateboarding|skateboarding|skateboarding|skateboarding|skateboarding|skateboarding|skateboarding|skateboarding,1.0
134537,What is hanging between the buildings?,lights,light nets|lights|lights|lights|lights|lights|lights|netting|lights|lights,1.0
270593,Who is the person that generally takes care of this type of animal?,person,zookeeper|zookeeper|zookeeper|zookeeper|unknown|zookeeper|zookeeper|zookeeper|zookeeper|zookeeper,0.0
427561,Is the bike a two seater?,yes,yes|no|yes|yes|yes|yes|yes|no|no|yes,1.0
498274,What are the three colors on the bus?,green,"green, white, blue|silver,green,blue|blue, silver and green|white, green & blue|green, silver, blue|silver black and green|blue, green, white|green silver black|green, white and blue|green white and black",0.0
186443,How many people are in the water?,2,2|2|2|2|2|2|2|2|2|2,1.0
388453,Does the window on the right have a curtain?,yes,no|no|no|no|no|no|no|no|no|no,0.0
99965,Is any food items still wrapped?,no,no|no|no|no|no|no|no|no|no|no,1.0
564166,Is the stadium crowded?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
127161,What toppings are on the pizza?,cheese,"pepper|vegetables|olives and peppers|tomatoes, black olives, meat|cheese,tomatoes,olives|cheese, black olives and tomato|three|tomato and olive|cheese|cheese olives tomatoes",0.3333333333333333
292971,Are the young men angry?,no,no|no|no|no|no|yes|no|no|no|no,1.0
352027,Is he catching a frisbee?,yes,no|no|no|no|no|no|no|no|no|no,0.0
335887,What color is this train?,blue,blue|blue and yellow|black|gray|yellow and blue|black and yellow|yellow|blue and yellow|blue yellow|blue and yellow,0.3333333333333333
206851,Is the sun still shining?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0
304818,What are the onions sitting on?,sandwich,bun|fish|lox|meat|sushi|fish|bread|sub sandwich|bread|salmon,0.0
106048,Is this a private residence?,no,no|no|no|no|no|no|no|no|no|no,1.0
426631,"Given the length of the man's shadow, about what time of day is it?",dusk,night time|night|evening|8:00|night|midnight|night time|10 pm|night|8pm,0.0
261587,How big are the waves?,2,small|3 feet|small|small|small|small|2 ft|3 ft|small|small,0.0
511999,How many trains are shown?,1,1|1|1|1|1|1|1|1|1|1,1.0
122549,What gender is the person in the picture?,male,male|male|male|male|male|male|male|man|man|male,1.0
501898,What sport is the woman playing?,tennis,tennis|tennis|tennis|tennis|tennis|tennis|tennis|tennis|tennis|tennis,1.0
412204,How many women in the picture?,1,0|0|0|0|0|0|0|0|0|0,0.0
372641,How many computers?,2,2|2|2|2|1|2|2|2|2|2,1.0
532963,What sort of body of water is that in the background?,sea,river|lake|river|lake|lake|lake|river|lake|river|pond,0.0
495054,What color is the airplane?,red,"white blue red|gray|silver|white|white with some red on tail|white and red|red and white|silver, red|white|white",0.0
30067,Is this man serving a tennis ball?,yes,yes|yes|yes|yes|yes|yes|yes|yes|no|yes,1.0
173161,Is the woman married?,no,yes|no|yes|no|no|yes|no|maybe|yes|yes,1.0
33979,Are all the balloons animals?,yes,yes|yes|yes|no|no|no|no|no|no|yes,1.0
552977,How many signs are posted?,1,1|1|1|1|1|1|1|1|1|1,1.0
366295,Is the elephants trunk wet?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
434763,What utensil is in the photo?,spoon,fork|fork|fork|fork|fork|fork|fork|fork|fork|fork,0.0
54671,Are there any people in the room?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|2,1.0
62230,What color is the court?,blue,"wood, red, blue|tan|red and blue|blue orange and brown|orange|red/blue/white|coral|tan, red, white, blue|tan|blue and orange",0.0
538976,How many animals?,one,1|1|1|1|1|1|1|1|1|1,0.0
38828,What type of horse riding is she doing?,saddle,casual|western style|casual|leisure|large|kentucky walker|bareback|recreational|horseback|trail riding,0.0
334405,How many stories is the building on the right?,1,1|1|1|1|1|1|1|1|1|1,1.0
438185,What band name is on the plane?,metallica,iron maiden|iron maiden|iron maiden|iron maiden|iron maiden|iron maiden|iron maiden|iron maiden|iron maiden|iron maiden,0.0
550527,Is there a shower curtain here?,yes,no|no|no|no|no|no|no|no|no|no,0.0
389400,How many animals are in the photo?,5,5|5|5|5|5|5|5|5|5|5,1.0
449895,What is the purpose of the glasses worn by the man?,safety,safety|safety|safety|safety|safety|safety|safety|safety|safety|protection,1.0
450357,Who is the shower?,man,no one|no one|wife|unknown|no one|wife|someone|nobody|no one|man,0.3333333333333333
407225,Why is he wearing all black?,rain,funeral|funeral|bad fashion sense|work uniform|favorite color|fashion|going to funeral|he felt like it|funeral|wants to,0.0
87470,What animals are in the picture?,cows,cows|cows|cows|cows|cows|cows|40|cows|cows|cows,1.0
552153,Is this good weather for their flight?,yes,no|no|no|no|maybe|no|no|no|no|no,0.0
356358,What are the trees on each side of the clock tower?,palm trees,palm trees|palm tree|palm|palm|palm trees|palm|palm|palm|palm|palm,0.6666666666666666
326308,What is the name of the flowers shown?,vase,rose|pink|unknown|carnation|daisy|lilly|peonies|daisy|none|lilac,0.0
479948,What sport is this?,baseball,baseball|baseball|baseball|baseball|baseball|baseball|baseball|baseball|baseball|baseball,1.0
118852,How many kites are fish?,2,2|1|1|1|3|1|1|1|1|1,0.3333333333333333
12323,Is it day time?,no,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,0.0
509460,Is this a color photo?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
530439,What color is the flower?,red,pink|pink|purple|purple|pink|pink|pink|pink|purple|pink and white,0.0
317715,What kind of cat is this?,cat,kitten|tabby|tabby|house cat|tabby|gray tabby|gray|domestic shorthair|gray and white|tabby,0.0
486910,What is covering the ground?,grass,grass|hay|grass|grass|grass|grass|hay|grass|hay|hay,1.0
578227,Where is the person wearing yellow?,outside,background|background|in background|on lawn|at back|background|in distance on right|background|in background|background,0.0
502557,How many candles are burning?,1,2|2|2|2|2|2|2|2|2|2,0.0
276841,Is the box open?,yes,yes|yes|yes|yes|no|no|yes|yes|no|no,1.0
292463,Does the boy have more dishes on his tray than the girl?,yes,no|no|no|no|no|yes|no|no|yes|yes,1.0
403891,How many teams are visible?,1,2|2|2|2|2|2|2|2|2|2,0.0
107244,Where is the sunlight come from?,outside,right|east|right|right|sky|east|sky|right|sun|left,0.0
463918,What color are the game controllers?,white,white|white|white|white|white|white|white|white|white|white,1.0
88507,What is behind the skier?,trees,trees|trees|snow|snow|snow|powdered snow|trees|trees|trees|snow,1.0
369979,Is the angel a reflection?,no,no|no|no|no|no|no|no|no|no|no,1.0
480416,Is it raining?,yes,no|no|no|no|no|no|no|no|no|no,0.0
38048,Is the pump working?,yes,yes|no|no|yes|yes|yes|not sure|yes|yes|yes,1.0
328462,How many windows?,2,2|1|1|1|2|1|2|3|1|2,1.0
222440,Are there animals?,yes,"yes|yes|yes|yes|yes|yes|yes|yes|yes, elephants|yes",1.0
469896,Does this girl have enough light to read the book?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
31481,What color did the boat used to be?,blue,"red white & blue|red|red and white|white and blue|red|white, blue, and red|red, white, and blue|red and white|red|white, red, and blue",0.0
121748,Where is the bottle?,inside,table|on table|water|on table|table|table|on table|behind|on table|background,0.0
29346,How many pastries are in this picture?,1,1|1|1|1|1|1|1|1|1|1,1.0
412873,How many animals are there?,2,2|2|2|2|2|2|2|2|2|2,1.0
260363,Where is the horse?,outside,in field|in field|on grass|pasture|in field|field|in field|center|in field|in middle of photo,0.0
143320,Is the front man's hair black?,yes,yes|yes|yes|yes|yes|no|yes|yes|yes|yes,1.0
481819,Which holiday have they been celebrating?,christmas,christmas|christmas|christmas|christmas|christmas|christmas|christmas|christmas|christmas|christmas,1.0
527054,Is the woman wearing flats?,yes,no|no|no|no|no|no|no|no|no|no,0.0
441511,What pattern is on the girl's shirt?,pattern,solid|solid|red|solid yellow|characters|flower|plain|solid|flowers|flower,0.0
472598,How many methods of transportation are shown?,car,1|1|2|2|2|3|2|1|1|1,0.0
216133,Where is the plane?,united,runway|airport|runway|taking off|above runway|air|it's taking off|runway|on runway|airport,0.0
354072,Is there a clock in the picture?,yes,no|no|no|no|no|no|no|no|no|no,0.0
447124,What team is playing defense?,frisbee,skins|ring ball|skins|no clue|skins|man's team|man|none|frisbee|skins,0.3333333333333333
509526,What is the woman holding to her ear?,phone,cell phone|phone|phone|phone|phone|phone|cell phone|phone|phone|cell phone,1.0
193041,Is the donut pretty?,yes,yes|yes|yes|yes|no|yes|yes|yes|yes|yes,1.0
508846,Is the cat feeling well?,yes,yes|no|no|yes|no|no|no|no|yes|yes,1.0
565326,Is the child asleep?,yes,no|no|no|no|no|no|no|no|no|no,0.0
503144,How old is horse on right?,2,5|4|old|10|10 years|4|15|5|10|old,0.0
406734,Are there more than 20 bicycles pictured?,yes,no|no|no|no|no|yes|yes|yes|no|yes,1.0
175611,What color are the scissors?,black,red and silver|pink|orange|red and silver|red|red|silver and orange|red|red|red,0.0
241880,What is covering the ground?,snow,snow|snow|snow|snow|snow|snow|snow|snow|snow|snow,1.0
330051,Is the number a solid color?,no,yes|yes|no|no|yes|no|yes|yes|yes|yes,1.0
437393,What is the pink object?,crown,rose|rose|flower|flower|rose|flower|rose|flower|flower|rose,0.0
5476,How many people are standing in a row on the right?,5,4|4|4|4|4|4|4|4|4|4,0.0
116291,What color are the leaves on the trees?,red,yellow|yellow|yellow|yellow and red|yellow|yellow|yellow|yellow|yellow|yellow,0.0
152648,What is the white stuff on the donut?,glaze,sugar|sugar|sugar|sugar|sugar|sugar|sugar|sugar|sugar|sugar,0.0
140743,What type of scene is this?,family,dining|dinner|restaurant|funny|light-hearted|girl eating pizza|eating|girl eating food|eating|funny one,0.0
454414,How many zeros are there?,1,"3|0|0|0|0|3 zebras, no zeros|4|0|2|3",0.0
120648,Is there luggage in the room?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
532503,What brand of shoe is she wearing?,vans,nike|nike|nike|nike|nike|nike|nike|nike|nike|nike,0.0
548014,Is he a boy?,no,"yes|no|yes|yes|no|yes|no|no|no|no, he is man",1.0
253426,Is the plate plain or decorative?,decorative,decorative|decorative|decorative|decorative|decorative|decorative|decorative|decorative|decorative|decorative,1.0
382743,What color is the Umbrella?,blue,blue and white|blue and white|blue and white|blue and white|blue and white|blue and white|blue and white|blue & white|blue|blue and white,0.3333333333333333
523873,Is the man wearing a hat?,yes,yes|yes|yes|y|yes|yes|yes|yes|yes|yes,1.0
76994,What is he selling?,bananas,fruit|bananas|take|bananas|bananas|fruit|bananas|bananas|bananas|bananas,1.0
221044,What color is the suitcase on the right?,red,black|black|black|black|blue|gray|black|black|gray|gray,0.0
36361,Is it raining?,yes,no|no|no|no|no|no|no|no|no|no,0.0
325720,What type of truck is shown?,truck,construction|loading|cab with flat bed|dump|dump|gas|dump|tow truck|dump truck|gravel,0.0
76334,What color is the person's phone?,black,gray|silver|silver|silver|white|silver|silver|silver|gray|silver,0.0
536235,Does this zebra's back itch?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
467151,How many benches are there?,2,1|2|2|2|2|2|2|2|2|2,1.0
156532,Is this a seaside city?,yes,no|no|yes|no|no|yes|no|yes|no|no,1.0
313999,Are both trays red?,yes,no|no|no|no|no|no|no|no|no|no,0.0
69021,What is the dog thinking?,happy,where did my owner go?|unknown|i don't know|nothing|about food|he is hungry|how can i get outside|i hate you|i want my owner|nothing,0.0
491872,What color is the dish?,blue,blue|white|blue|blue|blue|blue|blue|blue|blue|blue,1.0
486905,What color is the Fire hydrant?,red,gray and red|white and red|silver and red|red|silver|white and red|white and red|white|gray|white and red,0.3333333333333333
392818,What is around the dog's neck?,collar,vest|scarf|life jacket|strap|harness|collar|life jacket|life jacket|harness|seatbelt,0.3333333333333333
551974,How many women are there?,2,1|1|1|1|1|1|1|1|1|1,0.0
99114,What is the material of the road?,asphalt,asphalt|asphalt|asphalt|denim|asphalt|asphalt|asphalt|pavement|cement|asphalt,1.0
465422,Is he tired?,yes,no|no|yes|no|no|no|no|no|no|no,0.3333333333333333
284286,How many people in this picture are carrying bags?,1,3|0|3|2|2|4|3|4|5|2,0.0
513933,What are the numbers on the cake?,2,"3|5 3|5 and 3|5, 3|3 and 5|75|3 and 5|3|3 and 5|3",0.0
22423,What color is the man wearing?,blue,green|green|green|green|green|green|green|green|green|green,0.0
129339,What color are the shoes?,black,black|black|black|black|black|black|black|black|black|black,1.0
326368,How many motorcycles are in the picture?,2,2|2|2|2|2|2|2|2|2|2,1.0
403995,What is the lady holding in each hand?,umbrellas,umbrella|umbrella|umbrella|umbrella|umbrella|umbrella|umbrella|umbrella|umbrella|umbrella,0.0
92107,Is this rice noodle soup?,yes,no|no|no|no|no|no|no|yes|no|yes,0.6666666666666666
140513,Are there buffalo in the field?,yes,no|no|no|no|no|no|no|no|no|no,0.0
444568,What is the child sitting on?,chair,chair|chair|chair|chair|desk chair|chair|chair|chair|chair|chair,1.0
166664,"Is this a car, truck or jeep?",jeep,car|car|neither|car|car|car|car|car|carlsberg|car,0.0
569314,What special day is it?,christmas,school|reading|reading day|none|reading|school day|reading day|election day|library day|school day,0.0
409523,What sport is the man in the water doing?,surfing,surfing|surfing|surfboarding|surfing|surfing|surfing|surfing|surfing|surfing|surfing,1.0
493815,What name is on the street sign?,elliott,ellis|ellis|ellis|ellis|ellis|ellis|ellis|ellis|ellis|ellis,0.0
432300,Is this a ski resort?,no,no|yes|no|no|no|no|no|no|no|no,1.0
511379,Do the trees have leaves?,no,no|no|no|no|no|no|no|no|no|no,1.0
523565,Are the flowers real or artificial?,artificial,real|unanswerable|artificial|artificial|real|artificial|artificial|artificial|artificial|real,1.0
410231,What direction is the animal facing?,north,left|left|left|left|to left|left|left|left|left|left,0.0
335670,Are these British flags?,yes,no|no|no|no|maybe|no|no|no|no|no,0.0
212309,Are the men dancing?,no,no|no|no|no|no|no|no|no|no|no,1.0
568717,Is this a home office?,yes,no|no|no|no|no|no|no|no|no|no,0.0
31878,What is written on the side?,microwave,"words|silkolene|words|silkolene|silkolene|silkolene|silkolene|silkolene|silkolene, thor, fuchs, etc|words",0.0
295451,What color is the man's umbrella?,black,red|red|red|red|red|red|red|red|red|red,0.0
468178,Do these zebras look healthy?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
528046,Is it raining in the picture?,yes,no|no|no|no|no|no|no|no|no|no,0.0
198658,Is the animal old?,yes,no|no|no|no|no|no|no|no|no|no,0.0
124452,What sport is shown?,frisbee,frisbee|frisbee|frisbee|frisbee|frisbee|frisbee|frisbee|frisbee|frisbee|frisbee,1.0
437129,Is the crowd mostly young?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
412247,What color is a helmet?,red,red|red|red|red|red|red|red|red|red|red,1.0
237254,"What is the giant, blue thing right behind the girl called?",magic,bus|bus|bus|sign|bus|bus|bus|house|bus|magic bus,0.0
255784,Is this man checking in?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
78495,Is the picture clear?,yes,yes|yes|yes|yes|yes|yes|yes|yes|no|yes,1.0
165225,What does the graph depict?,50%,unsure|increase|line chart|growth|data|lines|two increasing values|rise|trends|sales,0.0
181745,Is the guy wet?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
333557,Which door is open?,door,left|left|left|fridge|left|freezer|left|left refrigerator door|freezer|left,0.0
329280,What color is the van?,black,brown|brown|green|brown|brown|brown|brown|brown|brown|brown,0.0
26430,How many strollers are on the beach?,1,1|1|2|1|2|1|1|1|1|2,1.0
33802,What shape is the sofa?,rectangle,rectangle|l-shape|diagonal|l shape|cube|l|rectangle|l|square|l shaped,0.6666666666666666
361140,Why can I see a yellow lamp in the top right corner of the photo?,yes,it's on|turned on|there is no yellow lamp|illuminated|it is on wall|for light|because it's on|light|it's in picture|because man needs light,0.0
428945,Why is the stripe this way on this animal?,b,heredity|breed|mixed breed|painted|hybrid|photoshop|zebra|birth defect|zebra horse|born that way,0.0
31296,How many women are in the restaurant?,1,6|9|5|5|3|5|7|6|5|6,0.0
520150,Do the boys shorts match the bed linens?,yes,no|no|yes|no|no|no|no|no|no|no,0.3333333333333333
293324,Is this the ocean?,yes,no|no|no|no|no|no|no|no|no|no,0.0
21993,What is in the bowl?,water,soup|soup|food|soup|tomato|stew|sauce|sauce|salsa|beets,0.0
368153,Would your legs get sore from riding these well fed horses?,yes,yes|2|yes|maybe|yes|yes|yes|yes|yes|yes,1.0
482720,How many different colors are shown for the cylindrical blocks?,1,8|9|5|8|9|8|8|8|9|8,0.0
496680,This bus is only for wheelchair people only?,yes,no|no|no|no|no|no|no|no|no|no,0.0
491683,Are there shadows in the picture?,yes,no|no|no|no|no|no|no|no|no|clouds,0.0
32960,Is this a train?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
26017,"Would traffic be able to move through the intersection, judging from the traffic light?",yes,no|no|no|no|no|no|no|no|no|no,0.0
168458,What color is the flowers?,blue,purple|purple|purple|purple|purple|purple|purple|purple|purple|purple,0.0
550477,Is the suitcase a friend of the person in the chair?,yes,yes|no|no|no|no|no|no|no|no|no,0.3333333333333333
444626,Would a vegetarian eat this?,yes,yes|no|yes|yes|yes|maybe|yes|yes|yes|yes,1.0
119210,What feature is significant about this animal?,zebra,stripes|it's stripes|stripes|stripes|stripes|stripes|stripes|stripes|stripes|stripes,0.0
140007,What is on the ground?,snow,snow|snow|snow|snow|snow|snow|snow|snow|snow|snow,1.0
160498,Is the desk in the corner?,yes,yes|yes|no|yes|yes|no|yes|yes|yes|yes,1.0
328117,Are these donuts ready to be eaten?,yes,no|no|yes|yes|no|yes|yes|no|yes|yes,1.0
222828,How many people are standing?,1,7|8|9|7|8|9|8|8|8|7,0.0
259983,How many burners?,2,4|4|4|4|4|4|5|4|4|4,0.0
66543,Is this a busy area?,yes,yes|no|yes|yes|yes|yes|yes|yes|yes|yes,1.0
180584,Is there any wood trim on the couch?,no,no|no|no|no|no|no|no|no|no|no,1.0
313034,What is the color of the top she is wearing?,white,white|white|white|white|white|white|white|white|white|yellow,1.0
288391,What color is this phone?,black,"gold|golden|golden|bronze, silver, and black|gold|gold|yellow|silver|gold|gold",0.0
65530,What type of event is this?,wedding,gaming|wedding reception|sports|comedian|conference|conference|business presentation|conference|meeting|office meeting,0.0
309302,How many horses are running?,5,7|6|6|6|6|6|4|6|5|6,0.3333333333333333
440409,Are the light's letters all visible?,yes,yes|yes|yes|yes|yes|yes|yes|no|yes|yes,1.0
405740,Is the computer screen on?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
26518,Is this the correct way to ride a skateboard?,no,no|no|no|no|no|no|no|no|no|no,1.0
225261,Is the paper in the top left hand corner written in Chinese?,yes,no|yes|no|yes|yes|no|no|yes|no|yes,1.0
458781,What sport is showing on the television?,basketball,bike racing|biking|racing|motocross|biking|bicycling|cycling|bike race|bike racing|bike racing,0.0
474028,What color is the ball?,blue,white and red|white and red|white & red|white|white and red|white|white and red|white|white|white,0.0
292278,How many vents are in the room?,1,2|1|1|2|2|2|2|1|1|1,1.0
521874,Is there a place to sit?,yes,yes|yes|yes|yes|yes|yes|yes|yes|yes|yes,1.0
30066,How many people are in the picture?,1,1|1|1|1|1|1|1|1|1|1,1.0
458702,What's ironic about this photo?,nothing,no cars are parked|size|nothing|nothing|nothing|meters|no cars at meters|nothing|abandoned meters in front of parking lot|nothing,1.0
25529,What type of food is this?,sandwich,sandwich and fries|fattening|sandwich and fries|american|chicken sandwich and fries|fries|junk|american|burger and chips|burger and fries,0.0
19102,How many zebras are in the picture?,2,2|2|2|2|2|2|2|2|2|2,1.0
66181,What kind of fruit is on the desk?,pineapple,lemon|lemon|lemon|lemon|lemon|lemon|lemon|lemon|lemon|lemon,0.0
457449,What is behind the man's right?,desk,books|books|laptop|books|books|computer|computer|books|desk|paper,0.3333333333333333
491098,What type of flowers are on the table?,roses,tulips|lilies|tulips|tulips|tulips|roses|tulips|tulips|tulips|tulips,0.3333333333333333
75216,How many animals can you see?,5,7|9|8|6|8|8|8|8|9|8,0.0
178835,What model is the silver SUV?,honda,land rover|ford|ford|toyota|toyota|ford|jeep|honda|toyota|ford,0.3333333333333333
280007,What is the object at top called?,clock,flag|flag|flag|flag|flag|flag|flag|flag|flag|flag,0.0
149456,How many different green vegetables are there?,2,4|4|4|5|4|8|4|3|6|5,0.0
472678,What color is the desk?,white,silver|gray|gray|gray|white|gray|gray|white|gray|gray,0.6666666666666666
46538,What room is this?,bathroom,bathroom|bathroom|bathroom|bathroom|bathroom|bathroom|bathroom|bathroom|bathroom|bathroom,1.0
452947,What kind of person lives in this room?,male,student|dorm|student|college|college student|student|student|student|student|college student,0.0
220241,Where was this hot dog most likely purchased?,restaurant,hardees|stadium|stadium|hot dog stand|food court|fair|hot dog stand|ballpark|cart|stand,0.0
414711,What time does the clock say?,8:30,5:12|5:12|5:12|5:20|5:12|5:13|5:13|5:11|5:13|4:13,0.0
468297,What are the kids holding?,skateboard,skateboards|skateboards|skateboards|skateboards|skateboards|skateboards|skateboards|skateboards|skateboards|skateboards,0.0
254164,Have you ever been skiing?,yes,no|no|yes|yes|no|yes|yes|yes|no|yes,1.0
113606,What is the color of the sky?,blue,gray|gray|gray|gray|gray|gray|gray|gray|gray|gray,0.0
315338,What is the guy holding?,skateboard,skateboard|skateboard|skateboard|skateboard|skateboard|skateboard|skateboard|skateboard|skateboard|skateboard,1.0
397857,What is the wire attached to?,cell phone,cell phone|headphones|phone|phone|cell phone|phone|cell phone|phone|cell phone|phone,1.0
30198,Are the street lights on?,no,no|not yet|no|no|no|no|no|no|no|no,1.0
549797,What is on her left wrist?,bracelet,watch|watch|watch|watch|watch|watch|watch|watch|watch|watch,0.0
164366,What color is the cows harness?,white,pink|blue and orange|pink and gray|pink & black|rainbow|red and purple|pink and black|red blue|black and pink|red and blue,0.0
245182,What is everyone's number?,1,"33 62 35|33 62 35|33, 62, 35|33,62,35|33, 62 35|33, 62, 35|33, 62, 35|33, 62, 35|33 62 35|33 62 35",0.0
514402,What time is on the clock?,6,12:14|12:13|12:15|12:13|12:17|12:14|12:14|12:13|12:14|12:12,0.0
157771,What is the person wearing?,suit,white shirt|dress shirt and tie|shirt and tie|white shirt|shirt and tie|tie|shirt and tie|white shirt|white shirt and blue tie|formal,0.0
345497,What type of animal is this?,vegetable,guinea pig|guinea pig|guinea pig|guinea pig|guinea pig|mouse|guinea pig|guinea pig|guinea pig|rabbit,0.0
79837,What is the weather condition in this photo?,clear,clear|clear|clear sky|clear|clear|sunny|clear|clear|clear|clear,1.0
521849,What kind of scene is this?,city,city scene|city|city|cityscape|fire hydrant|city|street|city|city|city street,1.0
481113,"The man with his head in the TV, is he awake?",no,no|no|no|no|no|no|no|no|no|no,1.0
